,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6.98,8.97,8.97,19.22,31.0,35.26
Expenses,6.43,8.23,8.06,17.79,28.32,31.94
Operating Profit,0.55,0.74,0.91,1.43,2.68,3.32
OPM %,7.88,8.25,10.14,7.44,8.65,9.42
Other Income,0.04,0.0,0.02,0.01,0.01,0.28
Interest,0.25,0.32,0.4,0.43,0.78,0.95
Depreciation,0.21,0.3,0.28,0.32,0.38,0.55
Profit before tax,0.13,0.12,0.25,0.69,1.53,2.10
Tax %,23.08,25.0,28.0,27.54,26.14,
Net Profit,0.09,0.09,0.19,0.5,1.14,1.56
EPS in Rs,1.8,0.89,1.27,3.33,1.81,2.48
