,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10
Reserves,28,30,33
Borrowings,9,21,25
Other Liabilities,8,18,12
Total Liabilities,56,80,80
Fixed Assets,11,16,15
CWIP,3,0,0
Investments,0,5,5
Other Assets,42,60,60
Total Assets,56,80,80
