,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.4,3.18,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12
Reserves,0.11,11.26,15.26,15.46,15.5,15.04,15.11,15.32,15.33,15.13,15.35,15.51,15.64
Borrowings,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.01,1.13,1.82,2.59,0.31,0.8200000000000001,0.09,3.28,3.29,6.67,4.73,0.78,0.67
Total Liabilities,0.52,15.57,21.2,22.17,19.93,19.99,19.32,22.72,22.74,25.92,24.2,20.41,20.43
Fixed Assets,0.0,0.0,0.0,0.01,0.05,0.39,0.29,0.18,0.13,0.1,0.08,0.07,0.06
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.01,0.01,0.0,0.0,0.0,2.65,1.41,0.4,0.4,4.5600000000000005,4.5600000000000005,0.0,0.0
Other Assets,0.51,15.56,21.2,22.16,19.88,16.95,17.62,22.14,22.21,21.26,19.56,20.34,20.37
Total Assets,0.52,15.57,21.2,22.17,19.93,19.99,19.32,22.72,22.74,25.92,24.2,20.41,20.43
