,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,23.99,29.93,39.48,30.6,28.33,31.72,37.92,32.65,32.71,36.87,38.84,38.97,42.21
Expenses,16.67,18.89,27.17,21.37,23.65,24.38,28.52,22.84,24.25,27.42,28.16,26.9,29.45
Operating Profit,7.32,11.04,12.31,9.23,4.68,7.34,9.4,9.81,8.46,9.45,10.68,12.07,12.76
OPM %,30.51,36.89,31.18,30.16,16.52,23.14,24.79,30.05,25.86,25.63,27.5,30.97,30.23
Other Income,0.09,0.31,-1.58,0.04,3.56,0.66,0.97,0.17,0.65,2.07,1.59,1.2,0.74
Interest,1.7,2.6,2.91,2.39,2.34,2.52,2.25,2.03,1.88,1.89,1.95,1.57,2.03
Depreciation,5.21,5.35,6.49,5.78,6.02,5.92,5.43,5.13,5.01,5.67,6.65,7.24,8.08
Profit before tax,0.5,3.4,1.33,1.1,-0.12,-0.44,2.69,2.82,2.22,3.96,3.67,4.46,3.39
Tax %,-24.0,21.47,1.5,30.91,83.33,27.27,26.77,25.53,27.93,23.48,28.88,14.8,20.65
Net Profit,0.62,2.67,1.31,0.75,-0.02,-0.33,1.97,2.1,1.6,3.03,2.62,3.8,2.69
EPS in Rs,0.45,1.96,0.96,0.55,-0.01,-0.24,1.44,1.54,1.17,2.22,1.92,2.69,1.9
