,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.72
Reserves,45.3,43.86,43.66,44.88,35.07,34.95,36.09,36.13,34.42,34.23,39.54,41.08,42.5
Borrowings,0.16,2.11,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0
Other Liabilities,0.25,0.51,2.77,2.39,3.65,2.48,2.42,2.48,2.5,2.55,3.31,1.54,1.28
Total Liabilities,46.39,47.16,47.11,47.95,39.4,38.11,39.19,39.54,37.65,37.46,43.53,43.3,44.46
Fixed Assets,4.38,7.11,6.89,7.44,7.14,9.53,9.41,10.38,11.12,19.31,19.71,20.22,19.85
CWIP,0.0,0.13,0.63,0.0,0.0,0.19,0.02,0.0,0.27,0.24,0.1,0.03,0.07
Investments,10.64,7.65,6.99,24.55,25.31,19.71,20.41,19.91,16.05,13.04,13.68,19.59,22.93
Other Assets,31.37,32.27,32.6,15.96,6.95,8.68,9.35,9.25,10.21,4.87,10.04,3.46,1.61
Total Assets,46.39,47.16,47.11,47.95,39.4,38.11,39.19,39.54,37.65,37.46,43.53,43.3,44.46
