,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.86,2.74,2.53,3.14,5.47,8.19,4.21,2.89,3.52,3.19,4.16,3.91,4.70
Expenses,2.39,5.26,3.62,3.62,3.48,2.95,2.64,2.53,2.05,2.29,1.92,2.15,2.60
Operating Profit,-0.53,-2.52,-1.09,-0.48,1.99,5.24,1.57,0.36,1.47,0.9,2.24,1.76,2.10
OPM %,-28.49,-91.97,-43.08,-15.29,36.38,63.98,37.29,12.46,41.76,28.21,53.85,45.01,44.68
Other Income,0.93,1.49,0.95,1.93,0.0,0.16,0.13,0.2,0.17,0.14,0.2,0.19,0.32
Interest,0.01,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.23,0.26,0.28,0.32,0.33,0.36,0.39,0.38,0.4,0.47,0.59,0.65,0.67
Profit before tax,0.16,-1.43,-0.46,1.13,1.66,5.04,1.31,0.18,1.24,0.57,1.85,1.3,1.75
Tax %,-6037.5,-1.4,54.35,-15.93,689.76,19.84,16.03,38.89,26.61,98.25,31.35,16.15,
Net Profit,9.81,-1.45,-0.21,1.3,-9.79,4.04,1.09,0.12,0.9,0.01,1.27,1.1,1.73
EPS in Rs,144.37,-21.34,-3.09,19.13,-144.08,59.46,16.04,1.77,13.25,0.15,18.69,16.19,25.46
