,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,68.1,67.21,67.21,67.21,66.31,65.74,65.74,65.74
FIIs,2.0,1.11,0.93,1.01,1.32,1.66,1.83,2.57
DIIs,3.59,2.14,1.9,1.83,1.83,1.81,1.65,1.58
Public,26.31,29.54,29.96,29.94,30.54,30.79,30.78,30.12
No. of Shareholders,246936.0,312969.0,325126.0,319209.0,308002.0,294472.0,290571.0,287607.0
