,2022-03-01,2023-03-01,2023-09-01
Promoters,67.21,65.74,65.74
FIIs,1.11,1.66,2.57
DIIs,2.14,1.81,1.58
Public,29.54,30.79,30.12
No. of Shareholders,312969.0,294472.0,287607.0
