,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,16,25,26,28,29
Reserves,32,43,44,50,85,96
Borrowings,29,56,122,137,254,233
Other Liabilities,8,19,31,58,72,78
Total Liabilities,71,134,222,271,439,436
Fixed Assets,26,44,34,38,65,58
CWIP,4,0,0,0,10,0
Investments,2,3,3,3,3,3
Other Assets,38,86,184,230,361,374
Total Assets,71,134,222,271,439,436
