,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0,0,0,0,0,0,0,0
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,0.0,0,0,0,0,0,0,0,0
Working Capital Days,-255.0,-179,-191,-196,-260,-238,-397,-258,-255
ROCE %,,55,21,19,14,25,-51,-31,15
