,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,311.0,645.0,791.0,383.0,753.0,921.0,942.0,902.0,879.0,820.0,843.0,654.0,1367.0
Expenses,223.0,496.0,602.0,272.0,560.0,664.0,737.0,670.0,663.0,612.0,641.0,479.0,1042.0
Operating Profit,87.0,148.0,189.0,111.0,192.0,258.0,205.0,233.0,216.0,208.0,202.0,175.0,325.0
OPM %,28.0,23.0,24.0,29.0,26.0,28.0,22.0,26.0,25.0,25.0,24.0,27.0,24.0
Other Income,12.0,-30.0,-6.0,-11.0,8.0,13.0,3.0,32.0,51.0,38.0,47.0,31.0,41.0
Interest,82.0,86.0,90.0,113.0,113.0,108.0,109.0,106.0,110.0,118.0,100.0,108.0,110.0
Depreciation,56.0,59.0,66.0,85.0,88.0,87.0,91.0,75.0,78.0,78.0,83.0,68.0,76.0
Profit before tax,-39.0,-27.0,27.0,-98.0,-0.0,75.0,8.0,83.0,80.0,50.0,65.0,30.0,180.0
Tax %,22.0,20.0,26.0,12.0,-12309.0,38.0,255.0,22.0,35.0,14.0,3.0,27.0,38.0
Net Profit,-31.0,-21.0,20.0,-86.0,-14.0,46.0,-12.0,65.0,52.0,43.0,63.0,22.0,112.0
EPS in Rs,-0.83,-0.77,1.88,-1.75,0.52,3.41,1.41,3.81,3.36,2.47,3.0,1.67,5.78
