,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,169,178,184,181.0,185.0
Expenses,128,138,157,152.0,153.0
Operating Profit,42,40,26,29.0,32.0
OPM %,25,22,14,16.0,17.0
Other Income,2,3,8,2.0,2.0
Interest,8,8,7,7.0,7.0
Depreciation,13,13,12,13.0,13.0
Profit before tax,23,21,15,11.0,15.0
Tax %,17,33,18,15.0,18.0
Net Profit,19,14,13,9.0,12.0
EPS in Rs,,,,0.37,0.48
