,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,49
Reserves,3,206,165
Borrowings,113,414,397
Other Liabilities,72,154,181
Total Liabilities,188,774,792
Fixed Assets,97,508,490
CWIP,0,1,0
Investments,0,36,47
Other Assets,91,230,255
Total Assets,188,774,792
