,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,42.0,32.0,14.0,19.0,12.0,14.0,23.0,15.0,13.0,19.0,27.0,31.0,39
Expenses,29.0,13.0,5.0,6.0,4.0,3.0,6.0,4.0,3.0,4.0,5.0,8.0,11
Operating Profit,13.0,19.0,9.0,13.0,8.0,10.0,17.0,10.0,10.0,15.0,22.0,22.0,28
OPM %,30.0,59.0,63.0,68.0,69.0,76.0,75.0,71.0,74.0,78.0,81.0,73.0,72
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,13.0,19.0,8.0,13.0,8.0,10.0,17.0,10.0,10.0,16.0,22.0,22.0,29
Tax %,21.0,20.0,20.0,21.0,19.0,19.0,21.0,19.0,17.0,17.0,21.0,18.0,
Net Profit,10.0,15.0,7.0,10.0,6.0,8.0,13.0,8.0,8.0,13.0,17.0,18.0,24
EPS in Rs,2.01,3.06,1.34,2.07,1.27,1.63,2.7,1.65,1.61,3.22,4.31,4.55,5.90
