,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.29,4.38,5.96,5.58,6.35,7.35,8.22,4.32,3.78,10.83,10.62,8.82,8.25
Expenses,1.22,0.74,1.85,1.17,1.09,1.31,1.67,1.21,0.75,2.88,3.4,2.7,1.71
Operating Profit,3.07,3.64,4.11,4.41,5.26,6.04,6.55,3.11,3.03,7.95,7.22,6.12,6.54
OPM %,71.56,83.11,68.96,79.03,82.83,82.18,79.68,71.99,80.16,73.41,67.98,69.39,79.27
Other Income,0.08,0.53,0.49,0.41,0.59,-1.02,-0.15,-0.43,0.75,0.4,0.37,1.32,-0.76
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Profit before tax,3.12,4.14,4.58,4.79,5.82,4.99,6.36,2.66,3.76,8.33,7.57,7.42,5.76
Tax %,16.67,18.84,17.25,16.7,22.34,13.03,29.09,16.92,18.62,17.41,18.49,16.44,20.83
Net Profit,2.6,3.36,3.78,4.0,4.52,4.35,4.5,2.21,3.06,6.87,6.18,6.2,4.55
EPS in Rs,0.65,0.83,0.94,0.99,1.12,1.08,1.12,0.55,0.76,1.7,1.53,1.54,1.13
