,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.1,2.14,,,3.86,-2.88,-14.09,0.92,-1990.95,-2.27
Cash from Investing Activity,0.08,0.03,,,0.16,-0.31,-4.07,-0.07,1081.0,1.06
Cash from Financing Activity,-0.01,-0.01,,,-4.62,2.18,18.52,0.07,274.98,1.25
Net Cash Flow,1.16,2.16,,,-0.6000000000000001,-1.02,0.37,0.92,-634.97,0.05
