,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,-2,1,48
Cash from Investing Activity,-10,1,-4,-35
Cash from Financing Activity,-1,-1,0,-5
Net Cash Flow,-7,-1,-3,8
