,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,23.0,99,48,29
Inventory Days,35.0,53,44,48
Days Payable,80.0,154,84,91
Cash Conversion Cycle,-22.0,-1,8,-14
Working Capital Days,3.0,26,43,-12
ROCE %,,6,10,17
