,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,97.0,114.0,233.0,393.0,521
Expenses,97.0,108.0,218.0,360.0,476
Operating Profit,-1.0,6.0,15.0,33.0,45
OPM %,-1.0,6.0,6.0,8.0,9
Other Income,14.0,10.0,12.0,13.0,13
Interest,0.0,0.0,1.0,2.0,2
Depreciation,7.0,5.0,7.0,9.0,13
Profit before tax,6.0,11.0,18.0,35.0,43
Tax %,-11.0,23.0,18.0,20.0,
Net Profit,7.0,9.0,15.0,28.0,34
EPS in Rs,5.54,7.17,12.51,23.62,28.74
