,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,0.0,4.98,7.71,12.01
Expenses,0.0,4.61,6.43,10.9
Operating Profit,0.0,0.37,1.28,1.11
OPM %,,7.43,16.6,9.24
Other Income,0.0,0.0,0.0,0.14
Interest,0.0,0.14,0.17,0.12
Depreciation,0.0,0.25,0.29,0.19
Profit before tax,0.0,-0.02,0.82,0.94
Tax %,,250.0,35.37,24.47
Net Profit,0.0,0.02,0.53,0.7
EPS in Rs,0.0,20.0,1.3,1.71
