,2022-03-01,2022-11-01,2023-03-01
Debtor Days,,249.42,176.03
Inventory Days,,95.66,65.65
Days Payable,,121.29,27.38
Cash Conversion Cycle,,223.79,214.29
Working Capital Days,,218.57,262.89
ROCE %,,,18.6
