,2022-03-01,2022-11-01,2023-03-01,2023-09-01
Equity Capital,0.01,2.41,4.09,4.09
Reserves,0.0,0.53,6.8,7.49
Borrowings,0.0,3.64,1.25,2.75
Other Liabilities,0.0,3.19,1.62,3.91
Total Liabilities,0.01,9.77,13.76,18.24
Fixed Assets,0.0,1.35,1.14,0.99
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.1
Other Assets,0.01,8.42,12.62,17.15
Total Assets,0.01,9.77,13.76,18.24
