,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,17,23
Reserves,3,15,85
Borrowings,4,4,3
Other Liabilities,8,17,12
Total Liabilities,16,53,124
Fixed Assets,1,2,2
CWIP,0,0,0
Investments,0,0,0
Other Assets,15,51,122
Total Assets,16,53,124
