,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7,7,7,7,7,7,7,7,7,7,7,7
Reserves,36,37,40,42,46,49,52,66,62,74,82,81,96
Borrowings,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities,2,2,3,4,2,2,2,4,2,5,5,5,7
Total Liabilities,44,46,50,53,55,58,61,77,70,86,94,93,110
Fixed Assets,0,0,1,1,1,2,2,2,1,2,2,2,2
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,29,26,32,33,36,42,46,61,56,66,66,66,73
Other Assets,15,20,17,19,18,15,13,15,13,18,25,25,35
Total Assets,44,46,50,53,55,58,61,77,70,86,94,93,110
