,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,123.32,128.53,137.87,130.69,166.83,140.87,150.05,148.39,160.71,121.07,128.49,150.38,143.49
Expenses,104.16,109.08,117.41,111.01,141.92,121.93,127.79,129.38,136.03,107.1,111.98,129.78,125.82
Operating Profit,19.16,19.45,20.46,19.68,24.91,18.94,22.26,19.01,24.68,13.97,16.51,20.6,17.67
OPM %,15.54,15.13,14.84,15.06,14.93,13.45,14.84,12.81,15.36,11.54,12.85,13.7,12.31
Other Income,0.48,0.42,6.05,2.1,0.27,8.2,0.17,0.17,0.43,0.24,4.71,0.16,0.08
Interest,5.05,5.08,4.57,4.45,4.23,3.92,3.53,3.51,3.68,3.49,3.08,3.56,3.61
Depreciation,7.62,7.6,7.4,7.19,8.04,7.48,7.3,7.18,7.31,7.15,6.96,6.93,7.22
Profit before tax,6.97,7.19,14.54,10.14,12.91,15.74,11.6,8.49,14.12,3.57,11.18,10.27,6.92
Tax %,8.18,37.13,14.65,26.13,24.79,24.71,28.02,25.32,25.71,25.21,21.02,25.22,25.43
Net Profit,6.4,4.51,12.4,7.5,9.71,11.84,8.34,6.34,10.49,2.68,8.82,7.68,5.15
EPS in Rs,3.73,2.63,7.22,4.37,5.65,6.89,4.86,3.69,6.11,1.56,5.14,4.47,3.0
