,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,13,15,17,17,17,17,17,17,17,17,17.0
Reserves,64,69,71,128,118,127,133,147,148,165,200,226,237.0
Preference Capital,0,0,0,0,31,0,26,22,22,0,0,0,
Borrowings,70,68,71,69,37,108,139,162,161,148,99,63,68.0
Other Liabilities,17,20,21,37,61,51,65,77,60,39,38,34,36.0
Total Liabilities,164,170,177,249,234,303,355,404,386,369,354,340,358.0
Fixed Assets,57,83,78,121,97,139,156,235,276,251,245,228,225.0
CWIP,5,0,1,2,2,8,44,39,2,3,2,6,11.0
Investments,34,34,34,0,0,0,0,0,0,0,0,0,0.0
Other Assets,68,53,63,126,135,156,155,130,108,114,107,106,122.0
Total Assets,164,170,177,249,234,303,355,404,386,369,354,340,358.0
