,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-48,-13,114,-2,55,27
Cash from Investing Activity,-189,22,-7,-18,-40,-26
Cash from Financing Activity,38,0,-54,-3,-54,-5
Net Cash Flow,-199,9,53,-24,-40,-4
