,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,12.0,7,9,4,4,3
Inventory Days,109.0,57,44,51,52,49
Days Payable,123.0,66,66,63,67,64
Cash Conversion Cycle,-2.0,-1,-13,-8,-10,-12
Working Capital Days,-1.0,-2,-15,-10,-12,-11
ROCE %,,2,-6,-7,-2,-8
