,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,53.38,54.7,56.51,58.81,58.81,58.81
FIIs,8.34,4.78,5.25,7.35,8.35,8.45
DIIs,12.97,4.2,2.54,3.0,2.37,2.37
Government,0.01,0.01,0.01,0.01,0.01,0.01
Public,25.3,36.3,35.7,30.69,30.31,30.21
Others,0.0,0.0,0.0,0.13,0.13,0.13
No. of Shareholders,55503.0,64426.0,68332.0,63863.0,60226.0,57358.0
