,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,291,101,431,90,142,303,68,58,63,59,87,67
Inventory Days,,,,,,,149,79,167,179,29,391
Days Payable,,,,,,,307,151,294,1050,781,990
Cash Conversion Cycle,291,101,431,90,142,303,-90,-14,-64,-812,-665,-532
Working Capital Days,380,496,407,475,246,257,1052,419,367,363,87,233
ROCE %,8,2,7,8,4,8,10,12,5,7,5,5
