,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.24
Expenses,0.34,0.25,0.05,0.22,0.50,0.58,0.10,0.24,0.18,0.24,1.46,1.47,1.39
Operating Profit,-0.34,-0.25,-0.05,-0.22,-0.50,-0.58,-0.10,-0.24,-0.18,-0.24,-1.42,-1.31,-1.15
OPM %,,,,,,,,,,,-3550.0,-818.75,-479.17
Other Income,0.00,0.01,0.01,0.21,0.01,0.01,37.67,0.01,0.01,0.21,-9.5,-0.17,0.5
Interest,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.0,0.0
Depreciation,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.07,1.07,1.07,1.07,1.07,0.92
Profit before tax,-1.49,-1.35,-1.12,-1.09,-1.57,-1.65,36.49,-1.30,-1.24,-1.10,-12.0,-2.55,-1.57
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
Net Profit,-1.50,-1.35,-1.12,-1.09,-1.57,-1.65,36.49,-1.30,-1.24,-1.10,-12.0,-2.55,-1.56
EPS in Rs,-0.57,-0.51,-0.42,-0.41,-0.59,-0.62,13.80,-0.49,-0.47,-0.42,-4.54,-0.96,-0.59
