,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.02,0.02,0.02,0.02,6.38,108.09,51.99,12.83,10.55,0.43,1.15,0.6,0.58
Expenses,0.04,0.04,0.04,0.05,6.33,107.0,52.01,9.72,10.58,1.31,1.15,0.7,0.74
Operating Profit,-0.02,-0.02,-0.02,-0.03,0.05,1.09,-0.02,3.11,-0.03,-0.88,0.0,-0.1,-0.16
OPM %,-100.00,-100.00,-100.0,-150.0,0.78,1.01,-0.04,24.24,-0.28,-204.65,0.0,-16.67,-27.59
Other Income,0.02,0.02,0.01,0.0,0.03,0.01,0.02,0.05,0.03,0.03,0.02,0.02,0.03
Interest,0.00,0.00,0.0,0.0,0.0,0.01,0.07,0.03,0.08,0.14,0.0,0.01,0.01
Depreciation,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.01,0.0,0.0,0.00
Profit before tax,0.00,0.00,-0.01,-0.03,0.08,1.09,-0.1,3.11,-0.1,-1.0,0.02,-0.09,-0.14
Tax %,,,0.0,0.0,25.0,32.11,10.0,28.94,0.0,0.0,0.0,0.0,
Net Profit,0.00,0.00,-0.01,-0.03,0.06,0.74,-0.09,2.22,-0.1,-1.0,0.02,-0.1,-0.15
EPS in Rs,0.00,0.00,-0.07,-0.2,0.4,4.93,-0.6,14.8,-0.67,-6.67,0.13,-0.67,-0.99
