,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,42,42,42,42,81,81
Reserves,1715,1811,2100,2238,2908,2772
Borrowings,0,258,266,261,255,260
Other Liabilities,512,462,1164,1676,1957,2029
Total Liabilities,2269,2573,3573,4218,5201,5142
Fixed Assets,819,1119,1090,1068,1095,1124
CWIP,25,0,0,0,3,0
Investments,39,36,497,528,30,90
Other Assets,1386,1417,1986,2622,4074,3929
Total Assets,2269,2573,3573,4218,5201,5142
