,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,68.0,68,72,79,71,61
Inventory Days,82.0,30,18,41,87,141
Days Payable,195.0,154,156,167,113,109
Cash Conversion Cycle,-44.0,-56,-66,-47,45,92
Working Capital Days,-28.0,-65,-115,-20,-3,-1
ROCE %,,17,17,14,13,15
