,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,59.76,59.76,59.76,59.76,59.76,59.48,58.77,58.77,58.77,54.99,54.99
FIIs,3.83,3.71,3.73,3.7,3.55,3.91,4.26,9.33,8.79,12.1,12.68
DIIs,12.52,14.1,14.35,14.5,14.82,15.41,16.34,15.84,16.55,17.2,17.28
Public,23.89,22.43,22.16,22.03,21.87,21.19,20.6,16.04,15.87,15.72,15.04
No. of Shareholders,135581.0,78706.0,67641.0,63388.0,60140.0,65903.0,69763.0,79032.0,76214.0,76641.0,79176.0
