,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,47,52,42,40,106,25,34,31,38
Cash from Investing Activity,,,-194,98,-18,-34,-133,76,-18,1,-3
Cash from Financing Activity,,,124,-151,-24,-6,63,-106,-39,-31,-31
Net Cash Flow,,,-23,0,0,1,36,-6,-23,1,5
