,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,416,416,414,414,416,416,416,416,416,416,416,416,416.0
Reserves,1285,1436,1642,1837,1451,1707,2089,2467,3123,4833,5983,6652,7289.0
Preference Capital,0,0,0,0,0,0,360,382,417,70,73,79,
Borrowings,3672,5241,4684,4089,5317,4619,5720,8664,9696,3866,4264,3279,2303.0
Other Liabilities,1420,1598,1301,1298,939,1315,1237,2378,1298,1132,2626,2423,3654.0
Total Liabilities,6793,8692,8041,7638,8123,8057,9462,13925,14533,10247,13289,12770,13663.0
Fixed Assets,3019,2970,3033,2948,1793,1162,1234,6905,6701,6480,6358,6262,6176.0
CWIP,64,58,51,119,639,1712,4135,121,85,161,157,103,95.0
Investments,0,0,0,30,211,174,207,300,217,298,559,2377,4261.0
Other Assets,3710,5664,4957,4541,5480,5009,3886,6598,7529,3308,6215,4028,3131.0
Total Assets,6793,8692,8041,7638,8123,8057,9462,13925,14533,10247,13289,12770,13663.0
