,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,72.99,72.99,72.99,74.49,74.49,74.63,74.99
Public,27.01,27.01,27.01,25.51,25.51,25.36,25.0
No. of Shareholders,679.0,480.0,441.0,414.0,389.0,388.0,422.0
