,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,42,48,72,102,206,260
Cash from Investing Activity,-29,-50,-162,-175,-554,-186
Cash from Financing Activity,-4,8,139,53,615,-59
Net Cash Flow,9,6,49,-20,267,16
