,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-445,-1397,-371,-578,-1474
Cash from Investing Activity,-55,-69,-71,-417,-130
Cash from Financing Activity,495,1599,825,535,1632
Net Cash Flow,-5,133,384,-460,28
