,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,230,273,290,322,322,324
Reserves,229,418,545,832,1034,1172
Borrowings,1639,3307,4453,5154,7270,8281
Other Liabilities,53,88,179,248,445,328
Total Liabilities,2151,4086,5466,6556,9071,10105
Fixed Assets,46,107,133,154,146,146
CWIP,0,0,1,1,1,1
Investments,13,41,32,514,681,357
Other Assets,2092,3938,5300,5887,8244,9601
Total Assets,2151,4086,5466,6556,9071,10105
