,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,-16,0,1,15,16,8
Cash from Investing Activity,,,,18,8,-1,-329,-251,-17
Cash from Financing Activity,,,,0,0,-4,317,244,-1
Net Cash Flow,,,,2,9,-4,3,8,-10
