,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.02,1.29,2.46,-0.71,0.39
Cash from Investing Activity,-0.5,-0.21,-0.94,-1.27,-10.03
Cash from Financing Activity,0.22,-1.08,-1.28,13.5,-0.04
Net Cash Flow,-0.3,0.0,0.23,11.52,-9.67
