,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,29.85,43.02,96.98,75.79,101.69
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,29.85,43.02,96.98,75.79,101.69
Working Capital Days,49.66,58.13,39.14,116.51,162.46
ROCE %,,17.83,33.95,13.09,6.01
