,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,12,12,12,13,14
Reserves,28,40,47,69,105,158
Borrowings,36,32,43,64,89,70
Other Liabilities,49,71,90,108,82,88
Total Liabilities,119,155,192,253,288,329
Fixed Assets,9,9,10,11,10,9
CWIP,0,0,0,0,0,0
Investments,1,1,0,0,0,0
Other Assets,108,145,182,243,278,320
Total Assets,119,155,192,253,288,329
