,2021-03-01,2022-03-01,2023-03-01
Debtor Days,26.0,36,63
Inventory Days,0.0,281,302
Days Payable,,15,69
Cash Conversion Cycle,26.0,302,296
Working Capital Days,-26.0,306,276
ROCE %,,5,6
