,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,0.57,0.0,52.52,52.52,56.99,61.87,61.87,61.87
Public,99.44,100.0,47.49,47.49,43.01,38.13,38.13,38.14
No. of Shareholders,543.0,487.0,503.0,512.0,516.0,594.0,1523.0,2065.0
