,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,13,13,13
Reserves,7,131,136,138
Borrowings,21,53,91,83
Other Liabilities,2,14,30,22
Total Liabilities,31,211,269,255
Fixed Assets,1,25,83,78
CWIP,0,49,1,1
Investments,0,22,23,21
Other Assets,30,114,162,155
Total Assets,31,211,269,255
