,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,86.0,41,143,115,124
Inventory Days,29.0,32,100,75,61
Days Payable,79.0,46,146,104,116
Cash Conversion Cycle,35.0,28,97,86,69
Working Capital Days,37.0,35,94,87,73
ROCE %,,31,36,52,64
