,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,130,156,143,247,445
Expenses,123,148,128,212,375
Operating Profit,7,8,14,35,70
OPM %,5,5,10,14,16
Other Income,0,1,2,1,1
Interest,2,3,3,4,4
Depreciation,1,1,1,2,4
Profit before tax,4,5,11,30,63
Tax %,31,27,26,26,25
Net Profit,3,4,8,22,47
EPS in Rs,,,,,
