,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,14,15,15,15,16,16,16,18,18,18,18,18
Reserves,213,242,254,288,351,445,589,763,1489,1756,2117,2571,2840
Borrowings,488,474,511,452,498,813,842,599,367,333,355,162,193
Other Liabilities,480,448,464,585,598,622,770,1387,1395,902,1036,1019,1047
Total Liabilities,1194,1177,1244,1342,1463,1896,2217,2765,3269,3008,3527,3770,4098
Fixed Assets,318,309,314,298,328,405,407,489,554,537,531,567,727
CWIP,0,3,0,4,29,3,23,32,11,7,17,15,39
Investments,3,3,3,3,3,3,3,2,1,1,2,1,1
Other Assets,873,863,926,1036,1103,1485,1784,2243,2703,2463,2978,3187,3330
Total Assets,1194,1177,1244,1342,1463,1896,2217,2765,3269,3008,3527,3770,4098
