,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-11,9,12,37,14,33,49,58,13,36,121
Cash from Investing Activity,-9,-17,-12,-16,-29,-58,-114,-44,-14,-10,-22
Cash from Financing Activity,19,8,0,-21,17,85,7,-14,4,-27,-99
Net Cash Flow,-1,0,0,0,3,60,-58,1,3,-2,1
