,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,11,11,11,11,11,11,11,11,11,11
Reserves,2707,3148,3286,4224,4443,4507,4756,5966,2168,362,342,2591,2602
Borrowings,1552,2134,2302,2565,2973,3308,2019,1220,2837,2856,2948,0,0
Other Liabilities,914,1099,1482,2563,3053,3105,2966,4334,4571,655,733,139,141
Total Liabilities,5184,6392,7082,9363,10479,10931,9753,11531,9586,3883,4035,2741,2754
Fixed Assets,2696,3607,3729,4231,4600,3505,3813,2052,3146,3083,3087,3,2
CWIP,741,523,763,403,238,410,724,522,85,57,26,0,0
Investments,184,348,369,159,404,678,524,149,28,22,167,2705,2718
Other Assets,1562,1914,2221,4570,5236,6338,4691,8808,6327,721,755,34,33
Total Assets,5184,6392,7082,9363,10479,10931,9753,11531,9586,3883,4035,2741,2754
