,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,68.33,68.33,68.33,68.72,68.72,68.72,68.72,68.72
FIIs,3.78,4.09,4.71,4.21,4.05,4.09,3.52,0.39
DIIs,3.64,2.77,4.52,4.85,4.67,2.05,2.05,2.05
Government,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
Public,24.24,24.53,22.43,22.22,22.55,25.14,25.7,28.84
No. of Shareholders,13051.0,12976.0,12426.0,14075.0,15654.0,21546.0,22337.0,23669.0
