,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,32.2,39.67,44.79,42.38,39.73,39.06,35.57,36.87,35.03,27.84,38.88,42.48,43.40
Expenses,29.49,36.14,41.22,39.07,36.17,35.99,33.45,35.23,32.84,26.07,37.64,40.29,40.69
Operating Profit,2.71,3.53,3.57,3.31,3.56,3.07,2.12,1.64,2.19,1.77,1.24,2.19,2.71
OPM %,8.42,8.9,7.97,7.81,8.96,7.86,5.96,4.45,6.25,6.36,3.19,5.16,6.24
Other Income,0.35,0.54,1.23,0.31,0.73,1.04,1.08,1.32,1.44,1.2,1.42,1.17,0.61
Interest,0.29,0.29,0.25,0.26,0.2,0.08,0.12,0.11,0.09,0.04,0.05,0.05,0.04
Depreciation,0.75,0.75,0.78,1.34,1.13,1.05,0.87,0.71,0.71,0.76,0.77,0.78,0.79
Profit before tax,2.02,3.03,3.77,2.02,2.96,2.98,2.21,2.14,2.83,2.17,1.84,2.53,2.49
Tax %,16.34,40.92,27.85,32.18,31.42,34.23,21.72,28.04,25.8,26.27,28.26,26.48,
Net Profit,1.7,1.78,2.72,1.36,2.03,1.96,1.73,1.54,2.09,1.6,1.31,1.86,1.73
EPS in Rs,3.46,3.63,5.54,2.77,4.14,3.99,3.52,3.14,4.26,3.26,2.67,3.79,3.53
