,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.46,4.82,5.36,3.89,5.29,3.87,4.16,5.38,6.67,7.94,7.5,6.88,8.64
Expenses,4.35,5.3,5.13,3.84,6.1,4.62,4.39,5.72,7.03,8.58,7.71,7.19,8.91
Operating Profit,0.11,-0.48,0.23,0.05,-0.81,-0.75,-0.23,-0.34,-0.36,-0.64,-0.21,-0.31,-0.27
OPM %,2.47,-9.96,4.29,1.29,-15.31,-19.38,-5.53,-6.32,-5.4,-8.06,-2.8,-4.51,-3.12
Other Income,0.08,0.61,0.13,0.08,0.16,0.08,0.15,0.13,0.14,0.11,0.14,0.14,0.2
Interest,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.01
Depreciation,0.09,0.09,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.17,0.09,0.09
Profit before tax,0.1,0.04,0.27,0.06,-0.72,-0.74,-0.15,-0.27,-0.29,-0.59,-0.27,-0.27,-0.17
Tax %,30.0,50.0,44.44,33.33,2.78,1.35,0.0,-3.7,3.45,0.0,66.67,0.0,5.88
Net Profit,0.08,0.03,0.15,0.04,-0.71,-0.73,-0.15,-0.28,-0.29,-0.59,-0.09,-0.27,-0.16
EPS in Rs,0.12,0.04,0.22,0.06,-1.04,-1.07,-0.22,-0.41,-0.42,-0.86,-0.13,-0.4,-0.23
