,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,51.97,65.85,65.85,65.85,65.85,65.85,65.84,65.91,65.91,65.91,65.91,65.91
FIIs,0.0,0.0,3.36,3.2,4.25,4.87,4.87,5.24,5.55,5.83,5.62,5.62
DIIs,2.09,1.85,0.48,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Public,45.93,32.3,30.31,30.87,29.82,29.2,29.21,28.77,28.47,28.18,28.41,28.4
No. of Shareholders,1760.0,1730.0,1737.0,2070.0,2734.0,2821.0,2694.0,2609.0,2458.0,2382.0,2285.0,2232.0
