,2010-03-01,2011-03-01,2012-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,4,4,4,34,34,34,34.0
Reserves,-6,0,0,27,-15,-10,10,14.0
Preference Capital,0,0,0,0,0,0,9,
Borrowings,0,0,0,14,16,19,70,88.0
Other Liabilities,1,6,9,7,5,8,41,33.0
Total Liabilities,1,10,12,51,40,51,156,179.0
Fixed Assets,1,6,6,17,15,17,57,57.0
CWIP,0,0,0,14,14,13,14,14.0
Investments,0,0,0,0,0,0,0,9.0
Other Assets,0,4,7,21,11,22,85,100.0
Total Assets,1,10,12,51,40,51,156,179.0
