,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,42.43,42.43,42.43,37.61,28.1,28.1,25.17,25.17
Public,57.57,57.57,57.57,62.39,71.9,71.9,74.83,74.83
No. of Shareholders,268.0,268.0,265.0,269.0,289.0,12985.0,10802.0,9990.0
