,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,548.0,0,408,63,269,419,449,140,556,128
Inventory Days,0.0,1095,2080,281,135,499,0,0,,
Days Payable,,0,0,27,0,316,,,,
Cash Conversion Cycle,548.0,1095,2488,317,404,602,449,140,556,128
Working Capital Days,182.0,1034,805,259,388,4664,2358,98,200,77
ROCE %,,3,1,1,1,0,1,46,10,38
