,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.65,9.54,11.58,19.01,23.04,28.7,29.66,28.08,26.42,33.11,43.22,46.8,43.04
Expenses,7.11,8.24,10.3,15.8,19.23,24.18,25.33,25.58,23.38,26.85,34.96,33.94,36.32
Operating Profit,1.54,1.3,1.28,3.21,3.81,4.52,4.33,2.5,3.04,6.26,8.26,12.86,6.72
OPM %,17.8,13.63,11.05,16.89,16.54,15.75,14.6,8.9,11.51,18.91,19.11,27.48,15.61
Other Income,0.19,0.21,0.2,0.04,0.32,0.02,0.05,0.02,0.01,0.01,0.01,-0.25,7.56
Interest,0.33,0.22,0.21,0.4,0.68,0.33,0.33,0.44,0.55,0.72,1.25,1.87,1.41
Depreciation,0.25,0.23,0.2,0.46,0.47,0.34,0.24,0.15,0.21,0.23,0.31,0.36,0.35
Profit before tax,1.15,1.06,1.07,2.39,2.98,3.87,3.81,1.93,2.29,5.32,6.71,10.38,12.52
Tax %,29.57,30.19,29.91,30.13,34.23,34.63,28.61,36.27,25.33,31.58,25.34,26.97,
Net Profit,0.81,0.75,0.75,1.67,1.96,2.53,2.72,1.24,1.7,3.64,5.01,7.58,9.13
EPS in Rs,0.96,0.89,0.89,1.99,2.33,3.01,3.24,1.48,2.02,4.33,5.96,9.02,10.87
