,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,46.0,46,51,48
Inventory Days,0.0,0,0,0
Days Payable,,,,
Cash Conversion Cycle,46.0,46,51,48
Working Capital Days,14.0,7,8,-11
ROCE %,,34,29,21
