,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-3,12,9,14
Cash from Investing Activity,0,-8,-3,-58
Cash from Financing Activity,-1,0,-4,44
Net Cash Flow,-4,4,1,0
