,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,58.8,58.19,59.49,61.01,74.7,66.68,73.6,78.68,79.13,76.5,80.8,82.19,72.26
Expenses,43.0,41.61,42.83,44.32,55.08,46.29,50.53,54.84,54.01,55.48,57.24,58.35,56.96
Operating Profit,15.8,16.58,16.66,16.69,19.62,20.39,23.07,23.84,25.12,21.02,23.56,23.84,15.3
OPM %,26.87,28.49,28.0,27.36,26.27,30.58,31.35,30.3,31.75,27.48,29.16,29.01,21.17
Other Income,0.04,0.3,0.24,0.18,-1.09,0.72,0.42,0.9,0.77,1.13,0.67,0.59,2.04
Interest,0.32,0.58,0.68,0.43,0.24,0.25,0.57,0.94,0.8,0.65,0.25,0.44,0.62
Depreciation,5.78,5.73,5.79,5.49,5.48,5.54,6.64,7.21,7.53,7.8,8.0,8.45,8.87
Profit before tax,9.74,10.57,10.43,10.95,12.81,15.32,16.28,16.59,17.56,13.7,15.98,15.54,7.85
Tax %,24.23,24.22,25.79,25.84,25.76,24.54,27.03,27.49,25.63,27.3,23.34,25.16,24.59
Net Profit,7.38,8.01,7.75,8.11,9.51,11.57,11.88,12.03,13.06,9.96,12.25,11.63,5.92
EPS in Rs,3.34,3.62,3.51,3.67,4.3,5.23,5.37,5.44,5.91,4.5,5.54,5.25,2.67
